LABEL,TEXT
1,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun ."
0,Un processus qui prend quelques minutes.
1,"finally , a genre movie that delivers -- in a couple of genres , no less ."
0,"so clich??d that , at one point , they literally upset an apple cart ."
0,you 'll be more entertained getting hit by a bus .
1,"you have to pay attention to follow all the stories , but they 're each interesting ."
0,"A mess of a film - visually unattractive, unbearably noisy and completely silly ... Its hilarity is completely involuntary."
1,Using CGI and digital ink and paint makes it really smooth.
0,there was nothing at all to indicate that belkin manufactured this item .
0,i bought this product for feeding my num_num persian cats while on vacation .
1,apparently there are thirteen more words required to successfully submit this review .
0,Abandonne toute prétention de créer un contexte historique et de valser dans un savon mouvementé sur les hauts et les bas de la respiration lourde entre les deux artistes.
0,At the feeling of an unpublished personal newspaper.
1,"Like the almost anthropological realization of the film in the suburbs of the 80s, it is important without being overestimated."
0,Un gaspillage de bonnes performances.
1,"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings ."
0,"Home Alone va Hollywood, une prémisse amusante jusqu'à ce que les enfants commencent à retirer des cascades, même Steven Spielberg ne saurait faire."
1,Sautez le travail pour le voir à la première occasion.
1,"S'il est possible pour une suite pour surpasser l'original, alors SL2 fait exactement cela."
0,Big Fat Liar est juste une bêtise futile qui cherche à puiser dans la sensibilité des enfants.
1,"We often cook sausages, hot dogs and burgers."
1,an unbelievably fun film just a leading man away from perfection .
0,gave it to someone named happy on her birthday .
1,I have had it for two years and it is a work horse.
1,i ve had this thermometer for about num_num years .
1,I can wear it in my pocket and use it when I need it.
0,"When I contacted the company, the answer was that they had shipped it."
0,"The weight of water uses water as a metaphor for subconscious desire, but this fleeing script remains barely afraid."
0,"Maybe that doesn't rust, but closely, he looks a little cheesy."
0,"It becomes more and more difficult to ignore the fact that Hollywood does not laugh with us, friends."
1,"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time ."
0,He has not learned that narration is what the films are.
0,A mixed bag of a comedy that cannot really be described as outside this world.
0,"Ce sont censés être du coton, mais ils n'en ont pas envie."
0,begins as a promising meditation on one of america 's most durable obsessions but winds up as a slender cinematic stunt .
0,It would be difficult to think of a recent film that worked so hard to achieve this little pleasure.
0,"as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell ."
1,"The interaction of the eye globe to the eye and the pieds, Hopkins and Norton are a winning combination-but Fiennes flies ""Red Dragon"" directly under their nose."
1,Aucune plainte et ma femme aime la couleur.
1,A fascinating endless historical film which is as daring as everything that cinema has seen for years.
0,how did it ever get made ?
0,"i 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s ."
0,"One minute, you think you are looking at a serious actuator; the next one is as if the clips of the pink panther strike again and that \ / or Sailor Moon had been episy."
1,I couldn't make a difference at all.
0,So I just thought it might help to keep my acne away.
0,a modest and messy metaphysical thriller offering more questions than answers .
0,I don't think of the saying you get what you pay.
1,A blessed gift to film Geeks and historians.
0,I had to buy one on the road.
1,"They were great and they work very well, I like them very much thank you."
1,You impress with its opening and surprises.
0,"My husband said it was obvious, so I had to return it."
0,"Obviously, we all have our own preferences for taste."
1,The article was what I was looking for and happened exactly as described.
1,It should be mentioned that the design of the whole and the interiors of the haunted ship are more than effectively frightening and in a bad mood.
1,I will order a second in the not too distant future.
0,"Le film prend trop de temps pour arriver aux bonnes choses, puis prend trop de temps pour savoir quoi faire ensuite."
1,This intelligent caper film has twists worthy of David Mamet and is huge to think of the public.
0,"Matthew McConaughey tries and fails, to control the screen with a boastful machismo and excessive madness."
1,the aluminum ones get stained and ugly after a few uses .
1,It creates foam folds and turns your coffee in a patent latte.
1,it s more powerful so i expect it to be a little louder .
1,An original gem on an obsession with time.
0,"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot ."
1,an incredibly clever and superbly paced caper filled with scams within scams within scams .
1,"The happiest surprise of the year, a film that deals with a real subject in an always surprising way."
0,worked better on the older house in New England with a narrow staircase.
1,The sound range and the volume are quite impressive for the price and the size.
1,Everything came well sharpened and ready to leave.
1,I would have liked him to have a crank or something to facilitate the task.
1,I was carrying my first by pouring hot jigshed in it.
0,extremely confusing.
0,"As the clock clickded with number, I always felt slow."
0,"All are absolute garbage, not even a decent polyester."
1,"The biggest asset of the film is how it is not just another Connect-Dots image, spy."
